,val1,test1,val2,test2,val3,test3,val4,test4,val5,test5,val6,test6
0,0.9340277910232544,0.9340277910232544,0.8865740895271301,0.8865740895271301,0.9247685074806213,0.9247685074806213,0.9363425970077515,0.9363425970077515,0.9039351940155029,0.9039351940155029,0.8692129850387573,0.8692129850387573
