,val1,test1,val2,test2,val3,test3,val4,test4,val5,test5,val6,test6
0,0.8946759104728699,0.8946759104728699,0.8275462985038757,0.8275462985038757,0.9317129850387573,0.9317129850387573,0.8854166865348816,0.8854166865348816,0.8865740895271301,0.8865740895271301,0.8425925970077515,0.8425925970077515
