,val1,test1,val2,test2,val3,test3,val4,test4,val5,test5,val6,test6
0,0.8136574029922485,0.8136574029922485,0.9004629850387573,0.9004629850387573,0.7546296119689941,0.7546296119689941,0.9375,0.9375,0.90625,0.90625,0.9293981194496155,0.9293981194496155
