,val1,test1,val2,test2,val3,test3,val4,test4,val5,test5,val6,test6
0,0.9398148059844971,0.9398148059844971,0.8356481194496155,0.8356481194496155,0.9004629850387573,0.9004629850387573,0.9224537014961243,0.9224537014961243,0.8368055820465088,0.8368055820465088,0.7835648059844971,0.7835648059844971
